# SCM estimates of mRNA and protein levels, log-transformed and unscaled, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YGL226C-A	OST5	0.280656	0.187290	0.263	0.305	9	4
YGL226W	MTC3	-0.256141	-0.204786	0.280	0.276	11	3
YGL227W	VID30	-0.405716	-0.113311	0.267	0.322	11	4
YGL228W	SHE10	0.621994	0.645995	0.267	0.298	11	7
YGL229C	SAP4	-0.429100	-0.241634	0.249	0.221	11	3
YGL230C		-1.355658	-1.431364	0.320	0.424	8	0
YGL231C	EMC4	0.717003	0.564471	0.264	0.214	11	7
YGL232W	TAN1	0.311374	0.383271	0.248	0.264	11	7
YGL233W	SEC15	0.158963	0.343580	0.246	0.279	12	4
YGL234W	ADE5,7	1.237801	1.624900	0.244	0.213	10	10
YGL235W		-1.617828	-1.646492	0.312	0.416	7	0
YGL236C	MTO1	-0.383160	-0.510470	0.270	0.375	11	2
YGL237C	HAP2	-0.232209	-0.320343	0.289	0.390	11	3
YGL238W	CSE1	0.947784	1.116212	0.227	0.246	12	8
YGL240W	DOC1	-1.095136	-0.643451	0.293	0.325	8	2
YGL241W	KAP114	-0.267054	-0.009331	0.262	0.252	10	3
YGL242C		0.543009	0.308340	0.255	0.326	13	5
YGL243W	TAD1	-0.275314	-0.441595	0.298	0.394	10	2
YGL244W	RTF1	0.791266	0.841554	0.257	0.231	12	7
YGL245W	GUS1	1.986646	1.929082	0.254	0.221	13	8
YGL246C	RAI1	0.217542	0.342825	0.240	0.209	10	5
YGL247W	BRR6	-0.324400	-0.680211	0.274	0.332	11	1
YGL248W	PDE1	0.050138	-0.067687	0.261	0.269	12	3
YGL249W	ZIP2	-1.919586	-1.770748	0.297	0.397	7	1
YGL250W	RMR1	-0.558272	-0.243498	0.304	0.322	10	3
YGL251C	HFM1	-0.868230	-0.882636	0.274	0.379	11	1
YGL252C	RTG2	0.436985	0.586244	0.250	0.253	12	6
YGL253W	HXK2	2.528107	2.531970	0.261	0.231	13	11
YGL254W	FZF1	-0.312266	-0.188123	0.240	0.267	12	2
YGL255W	ZRT1	0.159700	-0.111264	0.261	0.387	12	1
YGL256W	ADH4	0.165079	-0.253218	0.288	0.315	12	5
YGL257C	MNT2	-0.062871	-0.259034	0.241	0.307	11	3
YGL258W	VEL1	-1.661703	-1.708136	0.324	0.403	8	0
YGL258W-A		-2.351249	-2.256165	0.365	0.482	4	0
YGL259W	YPS5	-1.629328	-1.722470	0.303	0.426	9	0
YGL260W		-2.795734	-2.731804	0.395	0.525	3	0
YGL261C	PAU11	-1.077828	-1.179799	0.292	0.410	9	0
YGL262W		-2.789696	-2.647327	0.342	0.500	7	0
YGL263W	COS12	-1.842791	-1.853493	0.354	0.469	8	0
YGR001C	EFM5	0.764168	0.905839	0.266	0.275	12	6
YGR002C	SWC4	-0.066411	0.027893	0.248	0.209	11	5
YGR003W	CUL3	-0.571774	-0.693539	0.242	0.298	11	2
YGR004W	PEX31	-0.498256	-0.693593	0.257	0.337	11	1
YGR005C	TFG2	0.368487	0.146330	0.265	0.290	12	5
YGR006W	PRP18	-0.755640	-0.812492	0.240	0.379	10	2
YGR007W	ECT1	0.572196	0.564020	0.268	0.228	13	5
YGR008C	STF2	1.218354	1.102408	0.253	0.232	13	8
YGR009C	SEC9	0.050148	-0.160344	0.280	0.351	12	3
YGR010W	NMA2	-0.229251	-0.201497	0.251	0.277	10	3
YGR012W		0.135993	0.277894	0.266	0.214	11	5
YGR013W	SNU71	-0.259214	-0.209115	0.228	0.257	12	3
YGR014W	MSB2	0.526731	0.602860	0.260	0.223	12	5
YGR015C		-0.585122	-0.846573	0.293	0.392	12	0
YGR016W		-0.885548	-0.787096	0.260	0.306	11	3
YGR017W		0.680959	0.519119	0.284	0.259	11	5
YGR019W	UGA1	0.378582	0.559240	0.232	0.208	13	7
YGR020C	VMA7	1.371908	1.394437	0.251	0.220	13	7
YGR021W		-0.119341	0.068043	0.244	0.248	11	4
YGR023W	MTL1	-0.672216	-0.770636	0.288	0.367	10	1
YGR024C	THG1	0.503954	0.275827	0.232	0.233	12	4
YGR026W		0.975352	0.969981	0.248	0.223	13	3
YGR027C	RPS25A	2.382744	2.358963	0.230	0.264	12	6
YGR027W-A		NA	NA	NA	NA	0	0
YGR027W-B		-2.552317	-2.374196	0.405	0.515	1	0
YGR028W	MSP1	0.251395	0.202625	0.244	0.244	12	4
YGR029W	ERV1	0.255154	-0.093623	0.275	0.348	12	2
YGR030C	POP6	0.028944	0.266846	0.241	0.226	11	4
YGR031C-A	NAG1	-2.142756	-2.086474	0.405	0.482	3	0
YGR031W	IMO32	0.136626	0.458488	0.247	0.212	10	4
YGR032W	GSC2	-0.059351	-0.214279	0.242	0.338	13	4
YGR033C	TIM21	0.423530	0.394185	0.264	0.313	13	4
YGR034W	RPL26B	2.381674	2.214437	0.229	0.237	12	7
YGR035C		0.136865	-0.338368	0.257	0.387	11	0
YGR035W-A		-1.898520	-1.788917	0.345	0.445	4	0
YGR036C	CAX4	-0.096096	0.098712	0.261	0.252	8	3
YGR037C	ACB1	1.934653	1.779133	0.265	0.253	13	8
YGR038C-A		-3.274137	-2.741814	0.440	0.463	0	1
YGR038C-B		-2.972380	-2.962528	0.375	0.528	1	0
YGR038W	ORM1	0.589317	0.568529	0.219	0.221	13	5
YGR040W	KSS1	-0.133497	0.140173	0.258	0.297	11	3
YGR041W	BUD9	-0.005853	-0.159461	0.255	0.295	12	2
YGR042W		-0.362796	-0.553562	0.293	0.378	11	1
YGR043C	NQM1	-0.658528	-0.216289	0.247	0.336	11	5
YGR044C	RME1	0.310919	-0.016301	0.241	0.386	12	2
YGR046W	TAM41	-0.309195	-0.487484	0.273	0.316	11	2
YGR047C	TFC4	-0.266025	-0.269912	0.249	0.306	11	3
YGR048W	UFD1	0.224317	0.487237	0.242	0.206	12	4
YGR049W	SCM4	0.098323	0.178365	0.251	0.248	12	5
YGR052W	FMP48	-1.065291	-0.921094	0.287	0.309	9	1
YGR053C		-1.344523	-1.398144	0.275	0.410	9	1
YGR054W		0.784726	0.487460	0.258	0.322	12	7
YGR055W	MUP1	0.944846	1.209459	0.266	0.256	12	3
YGR056W	RSC1	-0.258785	-0.356721	0.278	0.284	11	4
YGR057C	LST7	-0.369487	-0.459435	0.246	0.356	10	1
YGR058W	PEF1	-0.461319	-0.347091	0.245	0.306	11	2
YGR059W	SPR3	-1.737644	-1.645050	0.331	0.463	6	1
YGR060W	ERG25	1.947143	1.795741	0.251	0.229	13	4
YGR061C	ADE6	1.296132	1.703352	0.255	0.237	13	9
YGR062C	COX18	-0.251127	-0.399477	0.279	0.314	12	2
YGR063C	SPT4	0.658521	0.920569	0.239	0.242	12	6
YGR065C	VHT1	-0.142760	0.178416	0.283	0.280	10	3
YGR066C		-1.990685	-1.970050	0.293	0.454	7	0
YGR067C		-1.586222	-1.390480	0.258	0.392	10	1
YGR068C	ART5	-0.347558	-0.149486	0.277	0.305	10	3
YGR070W	ROM1	-0.555420	-0.766398	0.247	0.393	12	1
YGR071C	ENV11	-0.180096	-0.211234	0.229	0.301	11	3
YGR072W	UPF3	-0.095956	0.179925	0.267	0.223	11	5
YGR074W	SMD1	0.467130	0.431171	0.233	0.211	11	5
YGR075C	PRP38	-0.448874	0.031138	0.267	0.214	8	3
YGR076C	MRPL25	0.245744	0.223102	0.227	0.266	12	4
YGR077C	PEX8	0.100830	-0.182304	0.243	0.313	12	2
YGR078C	PAC10	0.575176	0.807574	0.256	0.225	11	6
YGR079W		0.059112	-0.409329	0.254	0.337	10	0
YGR080W	TWF1	0.366005	0.380663	0.258	0.254	12	7
YGR081C	SLX9	0.358817	0.610823	0.273	0.243	11	5
YGR082W	TOM20	1.193361	1.078015	0.275	0.240	13	7
YGR083C	GCD2	0.698804	1.013347	0.302	0.265	11	6
YGR084C	MRP13	0.624828	0.827631	0.248	0.242	12	6
YGR085C	RPL11B	2.232556	2.010959	0.234	0.220	11	6
YGR086C	PIL1	1.930036	1.923836	0.254	0.253	13	8
YGR087C	PDC6	-0.744400	-0.329110	0.254	0.286	9	4
YGR088W	CTT1	-0.682648	-0.469481	0.278	0.271	12	6
YGR089W	NNF2	0.046127	-0.028456	0.237	0.316	12	3
YGR090W	UTP22	0.847132	0.884685	0.295	0.205	12	6
YGR091W	PRP31	-0.483548	-0.304874	0.252	0.322	11	3
YGR092W	DBF2	0.047246	0.356131	0.240	0.226	12	5
YGR093W	DRN1	-0.103447	-0.109483	0.235	0.294	12	3
YGR094W	VAS1	1.561917	1.385395	0.222	0.204	13	9
YGR095C	RRP46	0.550529	0.777205	0.249	0.261	13	6
YGR096W	TPC1	-0.866649	-0.888683	0.240	0.410	12	1
YGR097W	ASK10	0.196822	-0.028232	0.275	0.326	13	2
YGR098C	ESP1	-0.303188	-0.452885	0.268	0.380	12	1
YGR099W	TEL2	-0.409579	-0.363564	0.289	0.313	11	3
YGR100W	MDR1	-0.134407	-0.099127	0.269	0.304	11	3
YGR101W	PCP1	-0.126479	-0.492957	0.271	0.426	13	0
YGR102C	GTF1	-0.010448	-0.352808	0.285	0.309	12	3
YGR103W	NOP7	1.176476	1.133172	0.244	0.217	12	8
YGR104C	SRB5	-0.433775	-0.339285	0.279	0.300	11	3
YGR105W	VMA21	0.730151	0.448234	0.258	0.238	12	3
YGR106C	VOA1	1.367580	1.284466	0.224	0.251	12	4
YGR108W	CLB1	0.060731	-0.333628	0.254	0.284	12	2
YGR109C	CLB6	-0.493107	-0.779023	0.253	0.367	11	0
YGR109W-A		-2.874394	-2.721735	0.361	0.534	1	0
YGR109W-B		-2.199689	-2.175517	0.359	0.425	1	0
YGR110W	CLD1	-1.237515	-1.331742	0.306	0.446	11	0
YGR111W		0.012905	0.118019	0.229	0.226	11	6
YGR112W	SHY1	-0.630267	-0.475081	0.280	0.345	11	3
YGR113W	DAM1	-0.295793	-0.372824	0.300	0.347	10	3
YGR116W	SPT6	0.482225	0.910964	0.222	0.205	11	8
YGR117C		-0.067942	0.144381	0.259	0.229	10	5
YGR118W	RPS23A	2.247566	1.711162	0.261	0.221	12	3
YGR119C	NUP57	0.626855	0.907926	0.226	0.258	12	6
YGR120C	COG2	-0.255340	0.064073	0.257	0.249	10	4
YGR121C	MEP1	-0.352712	-0.731924	0.279	0.432	12	0
YGR121W-A		-2.213816	-2.125913	0.326	0.416	3	0
YGR122W		-0.453809	-0.383342	0.278	0.395	10	2
YGR123C	PPT1	0.376404	0.750606	0.241	0.205	11	7
YGR124W	ASN2	1.660404	1.806444	0.261	0.240	12	9
YGR125W		0.241965	0.114597	0.242	0.226	12	5
YGR126W		-1.072437	-0.980912	0.272	0.340	10	2
YGR127W		-0.500949	-0.582440	0.244	0.399	12	2
YGR128C	UTP8	0.718823	1.084329	0.246	0.226	12	5
YGR129W	SYF2	-0.183696	0.014153	0.264	0.281	11	3
YGR130C		0.571945	0.976904	0.242	0.220	12	8
YGR131W	FHN1	-0.822549	-0.946569	0.281	0.430	11	0
YGR132C	PHB1	0.927044	0.641958	0.237	0.224	13	7
YGR133W	PEX4	-0.595216	-0.860135	0.305	0.388	12	0
YGR134W	CAF130	-0.102022	-0.110643	0.261	0.312	11	3
YGR135W	PRE9	1.254939	1.408325	0.257	0.214	12	7
YGR136W	LSB1	0.759416	0.883578	0.256	0.226	11	7
YGR138C	TPO2	-0.023431	0.216964	0.228	0.247	12	3
YGR140W	CBF2	-0.432126	-0.275411	0.248	0.272	10	4
YGR141W	VPS62	-0.137972	-0.201069	0.272	0.279	11	3
YGR142W	BTN2	-0.009588	-0.401612	0.258	0.384	11	0
YGR143W	SKN1	0.074193	-0.209499	0.254	0.288	13	3
YGR144W	THI4	-0.681360	-0.303634	0.314	0.372	9	2
YGR145W	ENP2	0.194040	0.034968	0.268	0.374	12	4
YGR146C	ECL1	0.286360	-0.241324	0.259	0.281	13	1
YGR146C-A		-2.085913	-1.940591	0.386	0.485	3	0
YGR147C	NAT2	0.341746	0.341866	0.255	0.241	12	4
YGR148C	RPL24B	2.428467	2.185870	0.236	0.251	11	8
YGR149W		0.133047	-0.201243	0.274	0.372	13	2
YGR150C	CCM1	-0.392835	-0.255114	0.267	0.289	12	3
YGR152C	RSR1	0.076905	0.306039	0.264	0.242	10	4
YGR153W		-1.136969	-1.254000	0.293	0.419	9	0
YGR154C	GTO1	-0.546674	-0.823096	0.276	0.408	10	0
YGR155W	CYS4	1.927539	2.057655	0.253	0.214	12	10
YGR156W	PTI1	0.053988	0.277484	0.270	0.195	11	6
YGR157W	CHO2	1.004225	0.776627	0.243	0.241	13	7
YGR158C	MTR3	0.363089	0.607229	0.263	0.226	11	5
YGR159C	NSR1	1.890755	1.952400	0.223	0.253	13	9
YGR161C	RTS3	0.044005	-0.073855	0.243	0.300	13	1
YGR161C-C		NA	NA	NA	NA	0	0
YGR161C-D		-2.305376	-1.970958	0.398	0.436	1	2
YGR161W-A		NA	NA	NA	NA	0	0
YGR161W-B		-2.708607	-2.635977	0.444	0.508	1	0
YGR161W-C		-1.838794	-1.915277	0.344	0.408	4	0
YGR162W	TIF4631	1.053034	1.453529	0.223	0.225	13	9
YGR163W	GTR2	-0.106046	0.156305	0.239	0.237	9	4
YGR165W	MRPS35	0.191011	0.428219	0.260	0.208	11	6
YGR166W	TRS65	-0.212191	-0.155755	0.286	0.334	11	3
YGR167W	CLC1	1.077921	1.108303	0.256	0.224	13	7
YGR168C		-0.206695	-0.595007	0.301	0.318	12	0
YGR169C	PUS6	-0.498362	-0.500384	0.266	0.328	12	3
YGR169C-A	LSO2	-0.805204	-0.549267	0.283	0.439	4	4
YGR170W	PSD2	-0.281147	-0.345056	0.274	0.380	11	3
YGR171C	MSM1	-0.106403	0.004320	0.257	0.269	11	3
YGR172C	YIP1	0.272156	-0.065417	0.271	0.328	12	2
YGR173W	RBG2	0.674654	1.059839	0.265	0.238	11	7
YGR174C	CBP4	-0.053111	-0.096934	0.255	0.265	11	3
YGR174W-A		-1.893437	-1.928307	0.330	0.498	4	0
YGR175C	ERG1	1.768283	1.901399	0.282	0.249	13	8
YGR177C	ATF2	-0.080992	0.106928	0.259	0.229	11	6
YGR178C	PBP1	0.942091	0.886228	0.213	0.231	13	8
YGR179C	OKP1	-0.430984	-0.157266	0.247	0.270	10	3
YGR180C	RNR4	2.133181	2.284260	0.231	0.196	13	10
YGR181W	TIM13	0.510975	0.268953	0.280	0.344	10	4
YGR183C	QCR9	0.778540	0.587922	0.249	0.226	12	2
YGR184C	UBR1	-0.145706	-0.257624	0.263	0.324	11	4
YGR185C	TYS1	1.539497	1.503156	0.220	0.244	13	9
YGR186W	TFG1	0.598121	0.534055	0.223	0.224	12	6
YGR187C	HGH1	0.730072	1.110920	0.255	0.217	11	6
YGR188C	BUB1	-0.575718	-0.516478	0.313	0.319	10	2
YGR189C	CRH1	1.245626	1.036683	0.248	0.265	12	6
YGR191W	HIP1	0.643027	0.642380	0.266	0.210	12	4
YGR192C	TDH3	3.153235	3.243351	0.230	0.217	10	10
YGR193C	PDX1	0.505993	0.257210	0.272	0.308	13	7
YGR194C	XKS1	-0.323972	-0.049248	0.256	0.270	9	3
YGR195W	SKI6	0.476378	0.594207	0.225	0.236	13	6
YGR196C	FYV8	-0.420737	-0.455588	0.293	0.405	11	2
YGR197C	SNG1	-0.353946	-0.667413	0.247	0.369	13	1
YGR198W	YPP1	0.094562	0.059603	0.268	0.296	11	4
YGR199W	PMT6	0.038062	-0.232287	0.305	0.459	12	2
YGR200C	ELP2	0.575720	0.802597	0.232	0.223	11	7
YGR201C		-0.506804	-0.604900	0.253	0.389	11	1
YGR202C	PCT1	0.157511	0.425434	0.240	0.240	11	5
YGR203W	YCH1	0.013029	0.310780	0.277	0.246	12	4
YGR204C-A		-1.909174	-1.915066	0.363	0.467	3	0
YGR204W	ADE3	1.800138	1.927801	0.229	0.224	13	11
YGR205W	TDA10	-0.252848	0.228541	0.262	0.241	11	6
YGR206W	MVB12	0.086155	0.030024	0.254	0.263	11	4
YGR207C	CIR1	0.389449	0.755718	0.230	0.257	12	7
YGR208W	SER2	0.900123	1.185768	0.236	0.247	12	8
YGR209C	TRX2	1.842670	1.772991	0.232	0.229	12	8
YGR210C		0.894365	0.881347	0.246	0.224	13	7
YGR211W	ZPR1	1.046017	1.377618	0.270	0.220	12	7
YGR212W	SLI1	-0.825933	-0.875073	0.271	0.370	10	2
YGR213C	RTA1	-1.323819	-1.469222	0.326	0.475	7	0
YGR214W	RPS0A	2.024212	1.464692	0.240	0.221	12	5
YGR215W	RSM27	0.243160	0.280157	0.261	0.262	11	5
YGR216C	GPI1	-0.198740	-0.563505	0.266	0.382	11	1
YGR217W	CCH1	-0.435429	-0.708753	0.268	0.391	13	1
YGR218W	CRM1	0.780825	0.965288	0.261	0.245	12	9
YGR220C	MRPL9	0.274437	0.539936	0.260	0.241	11	7
YGR221C	TOS2	-0.781508	-1.130967	0.260	0.378	10	1
YGR222W	PET54	-0.000530	-0.118247	0.235	0.295	10	3
YGR223C	HSV2	-0.335773	-0.438403	0.280	0.417	10	2
YGR224W	AZR1	-1.204376	-1.286363	0.285	0.423	9	1
YGR225W	AMA1	-1.271605	-1.408650	0.280	0.392	7	0
YGR227W	DIE2	0.091356	-0.223622	0.257	0.326	12	1
YGR229C	SMI1	0.970392	1.102019	0.240	0.267	11	8
YGR230W	BNS1	-0.840321	-1.114713	0.294	0.384	9	0
YGR231C	PHB2	0.882565	0.524830	0.248	0.245	13	6
YGR232W	NAS6	0.429642	0.166701	0.250	0.224	12	6
YGR233C	PHO81	0.273900	0.416577	0.245	0.219	11	6
YGR234W	YHB1	2.034937	1.825636	0.245	0.238	12	9
YGR235C	MIC26	0.502416	0.667760	0.237	0.230	12	5
YGR236C	SPG1	-2.008378	-2.082430	0.331	0.426	6	0
YGR237C		-0.141437	-0.103254	0.252	0.288	12	5
YGR238C	KEL2	-0.665956	-0.615377	0.295	0.329	11	3
YGR239C	PEX21	-0.778684	-0.971109	0.287	0.396	10	0
YGR240C	PFK1	1.922589	2.243427	0.223	0.210	13	10
YGR240C-A		-1.798061	-1.781724	0.344	0.481	4	0
YGR241C	YAP1802	0.479328	0.653671	0.257	0.232	12	5
YGR243W	MPC3	-0.270078	0.132870	0.245	0.249	9	3
YGR244C	LSC2	0.596110	0.660172	0.269	0.269	13	7
YGR245C	SDA1	0.355879	0.390545	0.269	0.299	11	5
YGR246C	BRF1	0.178615	0.224107	0.254	0.265	12	3
YGR247W	CPD1	-0.420750	-0.331359	0.285	0.326	10	2
YGR248W	SOL4	-0.273580	0.040015	0.237	0.285	12	4
YGR249W	MGA1	-1.328300	-1.469032	0.339	0.397	10	0
YGR250C		0.215461	0.386839	0.230	0.229	13	6
YGR251W	NOP19	0.017965	0.244906	0.232	0.229	12	4
YGR252W	GCN5	0.064037	0.003781	0.282	0.290	11	3
YGR253C	PUP2	1.210294	1.526850	0.258	0.225	12	8
YGR254W	ENO1	2.314072	2.300947	0.239	0.226	12	11
YGR255C	COQ6	0.289620	0.296440	0.266	0.295	12	5
YGR256W	GND2	-0.833810	-0.482817	0.265	0.335	11	7
YGR257C	MTM1	0.132960	-0.139398	0.252	0.320	12	4
YGR258C	RAD2	-0.357933	-0.354252	0.280	0.297	11	3
YGR260W	TNA1	0.692356	0.631786	0.237	0.251	12	4
YGR261C	APL6	0.498706	0.638641	0.239	0.204	12	6
YGR262C	BUD32	0.450348	0.410284	0.275	0.253	12	4
YGR263C	SAY1	-0.280225	-0.455186	0.255	0.334	12	2
YGR264C	MES1	1.411521	1.861209	0.277	0.226	13	9
YGR266W		0.302619	0.471523	0.292	0.208	12	5
YGR267C	FOL2	0.958480	0.825353	0.253	0.230	13	8
YGR268C	HUA1	-0.081946	-0.269547	0.301	0.405	12	2
YGR270W	YTA7	-0.020981	-0.213414	0.235	0.301	11	6
YGR271C-A	EFG1	-0.661712	0.229753	0.254	0.223	4	5
YGR271W	SLH1	-0.498737	-0.413468	0.283	0.300	11	6
YGR273C		-2.321175	-2.264924	0.325	0.469	7	0
YGR274C	TAF1	-0.067914	0.034455	0.223	0.282	11	4
YGR275W	RTT102	0.362054	0.343139	0.252	0.282	11	6
YGR276C	RNH70	0.164645	-0.060874	0.288	0.351	11	3
YGR277C	CAB4	0.159312	0.185995	0.296	0.285	12	3
YGR278W	CWC22	-0.490131	-0.188401	0.284	0.290	10	5
YGR279C	SCW4	1.789376	1.322420	0.268	0.208	12	7
YGR280C	PXR1	0.848205	0.792997	0.270	0.212	12	5
YGR281W	YOR1	0.526288	0.595191	0.256	0.229	11	6
YGR282C	BGL2	1.816390	1.529763	0.286	0.296	12	7
YGR283C		0.130092	0.103994	0.244	0.287	11	4
YGR284C	ERV29	0.922034	0.988430	0.259	0.264	13	4
YGR285C	ZUO1	2.033843	2.084768	0.227	0.239	12	9
YGR286C	BIO2	0.085611	-0.011375	0.229	0.297	12	3
YGR287C	IMA1	-1.246403	-0.877227	0.257	0.335	11	1
YGR288W	MAL13	-1.222975	-1.237384	0.280	0.369	10	1
YGR289C	MAL11	-1.257384	-1.193985	0.311	0.437	8	2
YGR292W	MAL12	-1.231290	-0.463206	0.294	0.317	7	2
YGR294W	PAU12	-0.671605	-0.948624	0.310	0.415	9	0
YGR295C	COS6	0.628031	0.505836	0.250	0.293	9	1
YGR296W	YRF1-3	-0.298206	-0.675871	0.325	0.472	6	0
YHL001W	RPL14B	1.672815	1.740225	0.242	0.226	11	6
YHL002W	HSE1	0.224003	0.124485	0.232	0.219	12	4
YHL003C	LAG1	0.849216	0.859694	0.264	0.253	12	5
YHL004W	MRP4	0.464534	0.696014	0.312	0.239	11	6
YHL006C	SHU1	-0.918444	-1.073340	0.269	0.360	10	0
YHL007C	STE20	0.283372	0.430205	0.282	0.222	10	7
YHL008C		-0.084505	-0.196752	0.267	0.226	12	2
YHL009C	YAP3	-0.184459	0.052326	0.240	0.246	12	4
YHL009W-A		-3.755991	-3.464712	0.418	0.534	1	0
YHL009W-B		-2.451019	-2.243729	0.404	0.477	1	1
YHL010C	ETP1	-0.913563	-1.097840	0.251	0.382	10	0
YHL011C	PRS3	0.873750	1.016152	0.285	0.250	11	6
YHL012W		-1.099167	-1.138829	0.250	0.404	12	1
YHL013C	OTU2	0.086219	0.192084	0.217	0.233	11	5
YHL014C	YLF2	-0.434889	-0.181654	0.238	0.300	9	3
YHL015W	RPS20	2.424156	1.786647	0.285	0.402	11	7
YHL015W-A		-2.610257	-2.468321	0.395	0.525	3	0
YHL016C	DUR3	-1.199397	-1.300365	0.271	0.407	9	0
YHL017W		0.293799	0.326536	0.244	0.238	13	5
YHL018W		-1.093480	-0.750955	0.251	0.308	8	2
YHL019C	APM2	-0.330922	-0.252220	0.274	0.287	10	1
YHL020C	OPI1	0.217133	0.191108	0.249	0.203	11	4
YHL021C	AIM17	0.474769	0.659253	0.238	0.204	13	7
YHL022C	SPO11	-1.505839	-1.457587	0.322	0.429	8	0
YHL023C	NPR3	-0.430170	-0.552689	0.302	0.392	11	3
YHL024W	RIM4	-1.324470	-1.267476	0.295	0.374	9	2
YHL025W	SNF6	0.279474	0.082575	0.271	0.263	12	2
YHL026C		-0.339482	-0.463951	0.295	0.360	12	1
YHL027W	RIM101	0.162770	0.034275	0.274	0.303	12	3
YHL028W	WSC4	-0.550178	-0.766870	0.297	0.440	11	0
YHL029C	OCA5	0.219949	0.475510	0.253	0.226	12	4
YHL030W	ECM29	0.152550	0.350661	0.286	0.220	10	7
YHL031C	GOS1	0.061128	0.014023	0.269	0.398	11	3
YHL032C	GUT1	-0.471734	-0.575400	0.276	0.361	10	4
YHL033C	RPL8A	2.380046	2.614173	0.257	0.237	12	9
YHL034C	SBP1	1.599487	1.581343	0.254	0.224	10	7
YHL035C	VMR1	-0.268256	-0.412176	0.272	0.422	9	3
YHL036W	MUP3	-0.841297	-1.146918	0.301	0.379	9	0
YHL038C	CBP2	-0.210355	-0.137059	0.281	0.293	9	3
YHL039W	EFM1	0.331749	0.482573	0.257	0.223	11	5
YHL040C	ARN1	-0.382213	-0.659942	0.254	0.379	10	0
YHL042W		-1.243320	-1.390136	0.309	0.498	10	0
YHL043W	ECM34	-1.532852	-1.536957	0.297	0.383	7	0
YHL044W		-0.792369	-0.950031	0.279	0.371	10	0
YHL046C	PAU13	-1.385701	-1.493936	0.331	0.411	8	0
YHL047C	ARN2	-0.199443	-0.562046	0.264	0.349	12	0
YHL048C-A		-2.789645	-2.648260	0.336	0.450	1	0
YHL048W	COS8	0.027694	0.153573	0.270	0.213	9	3
YHL049C		-1.255784	-1.364984	0.368	0.462	6	0
YHL050C		-0.243156	-0.620639	0.291	0.407	9	0
YHR001W	OSH7	0.339308	0.384745	0.250	0.276	12	6
YHR001W-A	QCR10	0.592633	0.580332	0.229	0.218	11	6
YHR002W	LEU5	-0.774343	-0.972620	0.262	0.373	11	0
YHR003C	TCD1	-0.007264	0.423689	0.207	0.234	11	6
YHR004C	NEM1	-0.503993	-0.583803	0.236	0.334	11	3
YHR005C	GPA1	0.660304	0.974928	0.237	0.198	10	6
YHR005C-A	TIM10	0.415577	0.098529	0.276	0.381	7	4
YHR006W	STP2	-0.015067	0.135100	0.278	0.224	11	2
YHR007C	ERG11	1.887300	1.829430	0.257	0.232	12	7
YHR007C-A		-1.815245	-1.799522	0.333	0.477	3	0
YHR008C	SOD2	1.320834	1.344981	0.241	0.222	12	9
YHR009C	TDA3	0.654213	0.598223	0.220	0.227	12	7
YHR010W	RPL27A	2.458758	1.551297	0.242	0.237	12	5
YHR011W	DIA4	-0.707229	-0.616989	0.265	0.311	11	2
YHR012W	VPS29	0.255016	-0.041814	0.252	0.248	11	4
YHR013C	ARD1	0.796038	0.834656	0.248	0.226	12	5
YHR014W	SPO13	-1.457553	-1.485174	0.296	0.384	7	0
YHR015W	MIP6	-1.128173	-1.156624	0.239	0.326	10	1
YHR016C	YSC84	-0.194086	-0.251342	0.250	0.366	11	4
YHR017W	YSC83	-0.084695	-0.229084	0.296	0.328	10	2
YHR018C	ARG4	0.884570	1.004549	0.234	0.224	12	9
YHR019C	DED81	1.553151	1.082300	0.240	0.389	12	7
YHR020W		1.346794	1.045071	0.265	0.317	13	7
YHR021C	RPS27B	2.514874	1.946404	0.288	0.257	12	2
YHR021W-A	ECM12	-1.310215	-1.392348	0.317	0.431	5	0
YHR022C		-0.928699	-1.123373	0.306	0.421	10	0
YHR022C-A		-2.215915	-2.123601	0.381	0.517	3	0
YHR023W	MYO1	-0.252869	0.013560	0.235	0.276	9	5
YHR024C	MAS2	0.553932	0.966570	0.260	0.255	11	6
YHR025W	THR1	1.686973	1.569387	0.237	0.209	12	9
YHR026W	VMA16	1.345521	1.077440	0.244	0.266	12	3
YHR027C	RPN1	1.190569	1.551852	0.235	0.243	13	9
YHR028C	DAP2	0.399264	0.097025	0.272	0.367	12	5
