# mRNA and protein levels, scaled to (average) molecules per haploid cell, sampled according to mean and variance of SCM estimates, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	n.mrna	n.prot
YNL085W	MKT1	7.8253	3228.6653	12	5
YNL086W	SNN1	0.9426	336.5412	11	1
YNL087W	TCB2	8.2186	2306.3883	10	8
YNL088W	TOP2	8.3234	866.8417	12	7
YNL090W	RHO2	7.8195	1930.1767	11	5
YNL091W	NST1	3.2688	628.5118	12	5
YNL092W		1.2192	67.4601	10	1
YNL093W	YPT53	1.3341	18.4509	9	2
YNL094W	APP1	2.3946	493.8687	12	1
YNL095C		1.9678	318.3673	11	1
YNL096C	RPS7B	23.8575	18113.2118	11	9
YNL097C	PHO23	4.0530	721.2299	11	5
YNL097C-B		0.2032	10.9906	4	0
YNL098C	RAS2	15.6684	9165.5485	13	8
YNL099C	OCA1	2.5183	982.1208	13	1
YNL100W	MIC27	4.9062	1077.1048	13	4
YNL101W	AVT4	1.2213	427.8345	11	0
YNL102W	POL1	5.4068	983.8648	11	7
YNL103W	MET4	2.1613	906.0146	11	4
YNL104C	LEU4	13.3575	13393.7633	13	9
YNL106C	INP52	2.0991	162.6605	11	2
YNL107W	YAF9	2.3001	466.3665	11	4
YNL108C		9.6935	2955.2611	11	5
YNL110C	NOP15	7.3201	8388.7691	12	7
YNL111C	CYB5	7.9461	7118.6630	12	6
YNL112W	DBP2	30.2320	32282.3117	12	9
YNL113W	RPC19	14.1843	9880.4230	13	8
YNL115C		1.2814	359.4659	11	3
YNL116W	DMA2	2.5656	685.1579	11	4
YNL117W	MLS1	1.0891	53.9911	10	2
YNL118C	DCP2	10.3025	562.4925	10	8
YNL119W	NCS2	3.3336	264.8674	12	6
YNL121C	TOM70	10.7638	2706.1916	13	8
YNL122C		1.8830	403.5490	11	0
YNL123W	NMA111	6.0490	4277.8118	12	6
YNL124W	NAF1	4.3610	1213.0473	12	4
YNL125C	ESBP6	4.8099	1036.3342	12	4
YNL126W	SPC98	1.0162	499.1934	11	3
YNL127W	FAR11	1.8522	229.4446	11	4
YNL128W	TEP1	0.2817	54.9865	9	0
YNL129W	NRK1	4.9849	1405.7792	12	4
YNL130C	CPT1	3.2861	2240.5097	11	4
YNL130C-A	DGR1	0.3141	10.1487	4	0
YNL131W	TOM22	13.9151	3750.0093	11	6
YNL132W	KRE33	8.5370	1528.1789	12	6
YNL133C	FYV6	1.4780	149.3277	10	4
YNL134C		9.9541	4521.3254	13	8
YNL135C	FPR1	36.6122	34053.0042	11	9
YNL136W	EAF7	2.9029	1149.4085	12	3
YNL137C	NAM9	5.3431	2565.9459	11	4
YNL138W	SRV2	7.0959	1744.2831	11	9
YNL138W-A	YSF3	0.5958	52.2205	4	0
YNL139C	THO2	2.3972	341.2605	9	7
YNL141W	AAH1	11.6168	5262.2712	13	6
YNL142W	MEP2	0.5246	252.8102	12	2
YNL144C		2.3376	122.1856	12	0
YNL145W	MFA2	6.2341	13839.1864	12	0
YNL146C-A		0.2581	22.7804	3	0
YNL146W		1.7264	108.4771	9	1
YNL147W	LSM7	16.5583	4793.4716	10	5
YNL148C	ALF1	2.3178	523.5221	11	3
YNL149C	PGA2	7.6992	5312.5415	12	5
YNL151C	RPC31	6.9086	3854.8055	13	4
YNL152W	INN1	2.3980	770.1850	11	1
YNL153C	GIM3	12.5155	6194.1360	11	7
YNL154C	YCK2	10.4330	10196.7509	13	8
YNL155W	CUZ1	9.0373	2667.3857	12	5
YNL156C	NSG2	4.4318	2225.7441	12	4
YNL157W	IGO1	10.3819	4773.1515	13	6
YNL158W	PGA1	5.7295	824.9223	12	3
YNL159C	ASI2	0.8350	437.7689	13	0
YNL160W	YGP1	6.0559	15387.0513	13	6
YNL161W	CBK1	2.5091	1619.6351	11	5
YNL162W	RPL42A	19.6871	57907.1944	11	3
YNL162W-A		0.7763	40.7619	6	1
YNL163C	RIA1	6.1255	753.5589	12	6
YNL164C	IBD2	1.3582	158.8591	12	2
YNL165W		2.0780	941.0416	13	1
YNL166C	BNI5	5.7053	886.0016	10	5
YNL167C	SKO1	3.3706	1118.4186	12	4
YNL168C	FMP41	7.7592	3194.9295	13	7
YNL169C	PSD1	7.2724	1443.4809	11	3
YNL172W	APC1	1.8855	270.3694	10	4
YNL173C	MDG1	4.5045	1130.0462	11	7
YNL175C	NOP13	5.3958	3005.1720	12	7
YNL176C	TDA7	1.2575	146.4341	11	0
YNL177C	MRPL22	5.6016	2911.8303	13	7
YNL178W	RPS3	31.6038	124615.9278	11	9
YNL180C	RHO5	3.7392	948.3848	11	4
YNL181W		6.6023	982.2247	10	5
YNL182C	IPI3	2.8745	1022.7039	10	3
YNL183C	NPR1	3.9443	940.0121	12	6
YNL185C	MRPL19	6.1329	850.8868	11	6
YNL186W	UBP10	10.5272	4984.4831	10	5
YNL187W	SWT21	0.5734	28.8362	11	0
YNL188W	KAR1	2.3017	916.6847	11	0
YNL189W	SRP1	7.1247	3279.8287	13	6
YNL190W		13.4023	27140.5460	11	2
YNL191W	DUG3	4.4651	429.1108	12	5
YNL192W	CHS1	2.5366	1378.0035	13	3
YNL193W		1.7812	156.8248	12	3
YNL194C		0.4248	15.1265	10	2
YNL195C		1.0709	88.1067	10	1
YNL196C	SLZ1	0.1104	11.4012	7	0
YNL197C	WHI3	6.7875	3262.2966	11	7
YNL199C	GCR2	2.6986	695.1922	13	3
YNL200C		3.1277	733.2743	12	6
YNL201C	PSY2	3.6504	533.1902	11	6
YNL202W	SPS19	1.0157	196.8655	12	2
YNL204C	SPS18	0.7790	82.4891	9	1
YNL206C	RTT106	5.8677	1966.4794	11	4
YNL207W	RIO2	5.4124	2053.7230	11	6
YNL208W		9.3809	20893.0714	12	4
YNL209W	SSB2	37.2296	36046.5363	12	10
YNL210W	MER1	0.5342	16.7093	10	0
YNL211C		1.9793	555.3149	11	1
YNL212W	VID27	6.2843	1220.1294	11	5
YNL213C	RRG9	1.2941	643.0213	11	2
YNL214W	PEX17	2.0904	240.2576	11	2
YNL215W	IES2	3.2752	1330.6499	11	5
YNL216W	RAP1	4.3244	994.4566	11	8
YNL217W		2.3348	2752.8857	13	2
YNL218W	MGS1	1.8771	115.3392	11	4
YNL219C	ALG9	4.8982	2593.0769	13	4
YNL220W	ADE12	20.5048	7334.6175	13	8
YNL221C	POP1	2.2269	295.4730	10	5
YNL222W	SSU72	1.9829	121.4197	11	4
YNL223W	ATG4	1.7585	331.7930	10	2
YNL224C	SQS1	1.5723	239.5608	11	6
YNL225C	CNM67	1.6990	233.2504	9	2
YNL227C	JJJ1	1.9695	210.2042	11	4
YNL229C	URE2	4.7693	1593.5677	12	4
YNL230C	ELA1	1.7193	202.0533	11	1
YNL231C	PDR16	18.4673	15546.9999	12	8
YNL232W	CSL4	4.2493	1988.6567	11	5
YNL233W	BNI4	1.6658	229.5422	8	2
YNL234W		1.1608	216.0107	11	3
YNL236W	SIN4	1.6103	251.6409	8	4
YNL237W	YTP1	1.8152	100.4924	10	0
YNL238W	KEX2	4.9839	1775.9808	12	4
YNL239W	LAP3	5.2463	1196.9877	12	8
YNL240C	NAR1	1.4609	303.5123	12	3
YNL241C	ZWF1	10.6383	3437.9525	12	10
YNL242W	ATG2	2.8503	719.1615	10	6
YNL243W	SLA2	13.2726	4669.9593	12	8
YNL244C	SUI1	5.0975	9067.9325	13	6
YNL245C	CWC25	3.9951	495.4215	7	5
YNL246W	VPS75	3.3059	2868.6746	12	3
YNL247W		18.9435	7493.1216	12	8
YNL248C	RPA49	16.6860	9023.7025	12	4
YNL249C	MPA43	2.0666	366.3048	11	3
YNL250W	RAD50	0.8684	60.0264	8	3
YNL251C	NRD1	16.8700	14813.9926	11	8
YNL252C	MRPL17	8.0537	1450.1650	11	3
YNL253W	TEX1	3.1146	608.5456	11	2
YNL254C	RTC4	0.8695	76.5920	11	2
YNL255C	GIS2	22.6941	55747.0789	12	6
YNL256W	FOL1	6.4316	1300.6339	11	4
YNL257C	SIP3	1.2089	348.7964	11	4
YNL258C	DSL1	7.9286	1659.2804	11	6
YNL259C	ATX1	13.5645	5483.4726	13	5
YNL260C	LTO1	2.4682	177.7345	11	1
YNL261W	ORC5	2.8639	598.7664	12	4
YNL262W	POL2	4.8857	793.6746	11	4
YNL263C	YIF1	1.9689	2424.2744	12	2
YNL264C	PDR17	3.7871	1157.8561	11	6
YNL265C	IST1	5.7373	499.2044	11	5
YNL267W	PIK1	3.5397	498.4498	10	4
YNL268W	LYP1	11.5799	5660.3685	12	5
YNL269W	BSC4	0.5585	14.1605	5	0
YNL270C	ALP1	0.7551	38.3704	8	0
YNL271C	BNI1	4.8377	726.6762	12	7
YNL272C	SEC2	8.0555	807.5349	12	5
YNL273W	TOF1	3.4557	427.2198	11	4
YNL274C	GOR1	3.1721	670.5189	12	7
YNL275W	BOR1	2.3770	232.9096	11	2
YNL277W	MET2	3.9364	471.4960	10	3
YNL277W-A		0.1343	6.5255	2	0
YNL278W	CAF120	3.3453	798.4764	10	6
YNL279W	PRM1	1.3830	362.6222	9	0
YNL280C	ERG24	20.2148	4894.0836	12	5
YNL281W	HCH1	10.4615	3298.5199	12	8
YNL282W	POP3	4.0654	785.1331	11	4
YNL283C	WSC2	9.3700	4522.0329	13	2
YNL284C	MRPL10	6.5754	1567.8777	11	4
YNL284C-A		NA	NA	0	0
YNL284C-B		0.0926	2.0787	1	0
YNL286W	CUS2	3.0373	665.2580	11	3
YNL287W	SEC21	21.7239	6277.7000	13	9
YNL288W	CAF40	10.4521	3324.9483	12	5
YNL289W	PCL1	1.2672	555.5617	10	2
YNL290W	RFC3	7.2133	1105.6036	12	7
YNL291C	MID1	3.9755	811.3002	13	2
YNL292W	PUS4	3.7719	766.1325	10	6
YNL293W	MSB3	3.1021	218.5283	11	3
YNL294C	RIM21	1.8153	1511.9726	13	1
YNL295W		2.0625	794.4176	11	2
YNL297C	MON2	4.2606	1353.2832	11	7
YNL298W	CLA4	3.3759	844.0570	12	5
YNL299W	TRF5	1.9906	384.1649	11	2
YNL300W	TOS6	18.3048	8838.9050	12	2
YNL301C	RPL18B	33.2730	69209.5437	11	4
YNL302C	RPS19B	22.9898	116076.0788	11	5
YNL304W	YPT11	1.9613	457.8370	9	2
YNL305C	BXI1	2.9120	1657.8251	12	1
YNL306W	MRPS18	5.8636	4237.2469	12	3
YNL307C	MCK1	7.7330	4113.1121	13	7
YNL308C	KRI1	21.6850	5119.2244	12	7
YNL309W	STB1	2.8129	416.2696	10	5
YNL310C	ZIM17	6.7024	1535.5373	11	5
YNL311C	SKP2	1.1581	352.0508	10	2
YNL312W	RFA2	4.3679	1817.5313	12	5
YNL313C	EMW1	9.0737	1741.9529	10	7
YNL314W	DAL82	2.0957	408.0647	10	0
YNL315C	ATP11	3.6755	1159.5927	12	6
YNL316C	PHA2	2.9332	358.1915	10	3
YNL317W	PFS2	2.9591	860.2382	9	4
YNL318C	HXT14	0.3268	10.8867	6	0
YNL320W		3.0757	754.4960	12	2
YNL321W	VNX1	1.6847	705.8439	10	3
YNL322C	KRE1	8.4907	5080.7070	12	2
YNL323W	LEM3	6.5309	1859.8720	13	5
YNL325C	FIG4	0.9342	51.8652	11	2
YNL326C	PFA3	2.2345	691.1268	11	3
YNL327W	EGT2	11.9170	7279.3707	13	3
YNL328C	MDJ2	1.8758	173.9058	9	4
YNL329C	PEX6	2.9794	209.5827	11	3
YNL330C	RPD3	3.3090	1597.4647	12	7
YNL331C	AAD14	0.3904	25.9107	8	0
YNL332W	THI12	0.0904	11.0170	9	0
YNL333W	SNZ2	1.0691	123.7824	9	0
YNL334C	SNO2	0.3610	143.7401	9	1
YNL335W	DDI3	0.3321	7.5368	5	0
YNL336W	COS1	3.2820	831.8357	10	2
YNL339C	YRF1-6	1.7395	961.6519	6	1
YNR001C	CIT1	11.2402	3796.5164	12	7
YNR002C	ATO2	0.5560	75.3099	12	0
YNR003C	RPC34	3.6078	818.6688	11	3
YNR004W	SWM2	2.0391	197.2528	9	1
YNR006W	VPS27	2.3343	802.6029	12	5
YNR007C	ATG3	3.7951	492.6088	13	4
YNR008W	LRO1	1.4077	226.6891	10	3
YNR009W	NRM1	4.8126	2054.7693	11	2
YNR010W	CSE2	2.9761	971.6762	11	4
YNR011C	PRP2	1.2365	115.7020	11	3
YNR012W	URK1	1.0775	476.7934	10	2
YNR013C	PHO91	9.2079	3411.9252	11	6
YNR014W		3.4168	439.3972	12	2
YNR015W	SMM1	4.9200	4529.2269	11	5
YNR016C	ACC1	22.8190	7454.9999	13	8
YNR017W	TIM23	8.5862	5799.6361	13	5
YNR018W	RCF2	7.4334	8251.1027	13	5
YNR019W	ARE2	3.5983	328.4979	12	4
YNR020C	ATP23	1.2157	600.2475	11	2
YNR021W		13.3569	4269.0169	13	6
YNR022C	MRPL50	3.0774	1741.1877	11	3
YNR023W	SNF12	1.7987	519.4192	11	2
YNR024W	MPP6	1.9680	664.0739	9	4
YNR026C	SEC12	7.4354	971.2785	11	6
YNR027W	BUD17	4.2881	324.3548	11	4
YNR028W	CPR8	5.7014	1719.0758	12	4
YNR029C		4.4596	1281.5127	11	5
YNR030W	ALG12	5.5705	1963.3846	13	5
YNR031C	SSK2	1.3632	607.9002	10	5
YNR032C-A	HUB1	2.3929	1069.3911	7	3
YNR032W	PPG1	3.5664	561.4556	12	4
YNR033W	ABZ1	2.6502	280.0392	9	6
YNR034W	SOL1	4.1934	776.7149	12	8
YNR034W-A		4.1803	370.4825	4	6
YNR035C	ARC35	18.5367	2984.6380	12	8
YNR036C	MRPS12	2.9948	4002.6677	13	3
YNR037C	RSM19	2.3164	814.5919	11	2
YNR038W	DBP6	5.8181	1011.2632	10	6
YNR039C	ZRG17	1.7448	773.4763	12	3
YNR040W		1.6312	629.5175	10	3
YNR041C	COQ2	2.1983	953.3693	11	1
YNR043W	MVD1	12.9399	14926.5579	13	9
YNR044W	AGA1	3.9150	1854.2719	13	1
YNR045W	PET494	1.4819	204.5927	11	2
YNR046W	TRM112	9.4657	3335.3447	13	7
YNR047W	FPK1	6.0916	1125.8935	12	5
YNR048W		2.8668	516.3568	11	4
YNR049C	MSO1	4.3459	499.2594	11	4
YNR050C	LYS9	26.9032	19700.3291	13	11
YNR051C	BRE5	10.0055	2601.8499	12	7
YNR052C	POP2	5.8593	1291.7324	13	4
YNR053C	NOG2	35.8027	11583.0950	12	7
YNR054C	ESF2	5.6013	432.5123	11	6
YNR055C	HOL1	4.3165	2676.0601	13	2
YNR056C	BIO5	0.7562	135.5481	10	0
YNR057C	BIO4	1.2960	212.0716	11	0
YNR058W	BIO3	1.5675	165.8554	11	0
YNR059W	MNT4	0.4031	201.8071	11	0
YNR060W	FRE4	1.0162	166.5428	10	0
YNR061C		1.6271	965.1528	11	2
YNR062C		0.6714	63.2523	9	1
YNR063W		0.5796	16.8990	9	0
YNR064C		0.1923	30.3886	9	0
YNR065C		0.5651	151.5557	12	2
YNR066C		0.5042	18.7032	7	1
YNR067C	DSE4	4.9523	2501.6113	13	6
YNR068C		0.9866	216.4280	11	0
YNR069C	BSC5	0.6412	28.5393	10	0
YNR070W	PDR18	0.5106	29.3414	7	2
YNR071C		0.3904	18.3116	11	0
YNR072W	HXT17	0.3272	28.8431	7	0
YNR073C		0.8573	70.3797	10	0
YNR074C	AIF1	3.0976	623.4554	12	2
YNR075C-A		0.7075	11.5956	3	0
YNR075W	COS10	1.7464	135.6544	9	2
YNR076W	PAU6	0.9093	83.4021	8	0
YNR077C		0.1152	4.5726	4	0
YOL001W	PHO80	0.6905	244.0411	12	1
YOL002C	IZH2	6.2173	3309.6260	12	2
YOL003C	PFA4	1.8906	253.5749	11	1
YOL004W	SIN3	6.0198	2784.2834	11	7
YOL005C	RPB11	11.5070	3958.9740	12	6
YOL006C	TOP1	4.9772	2040.9651	12	6
YOL007C	CSI2	4.4681	1466.9578	11	1
YOL008W	COQ10	1.0565	185.9348	12	1
YOL009C	MDM12	1.9011	319.6744	13	2
YOL010W	RCL1	10.9864	3781.7788	13	5
YOL011W	PLB3	2.9355	828.6493	11	2
YOL012C	HTZ1	8.5912	1765.6219	12	7
YOL013C	HRD1	3.8249	751.1993	12	3
YOL013W-A		1.1709	161.7356	7	0
YOL014W		1.9534	420.1373	10	0
YOL015W	IRC10	1.3779	76.5454	11	1
YOL016C	CMK2	6.3597	2499.7513	13	5
YOL017W	ESC8	2.1323	388.1885	9	1
YOL018C	TLG2	2.2346	246.7141	10	2
YOL019W		4.8494	753.8820	12	3
YOL019W-A		0.0526	0.2667	1	0
YOL020W	TAT2	5.2083	1867.3491	12	3
YOL021C	DIS3	4.9365	1058.4429	13	7
YOL022C	TSR4	3.9880	2079.9608	12	8
YOL023W	IFM1	1.5704	71.0525	10	3
YOL024W		0.6669	66.7869	9	0
YOL025W	LAG2	1.6138	208.9414	12	4
YOL026C	MIM1	1.8209	1741.3003	12	1
YOL027C	MDM38	8.0638	825.3533	12	6
YOL028C	YAP7	2.7928	279.6510	11	2
YOL029C		0.6620	261.9000	11	0
YOL030W	GAS5	8.3022	8223.8907	13	8
YOL031C	SIL1	6.3275	565.8638	10	5
YOL032W	OPI10	3.5355	461.2766	12	4
YOL033W	MSE1	1.3493	151.7694	11	2
YOL034W	SMC5	1.0781	144.1551	10	4
YOL036W		1.5446	209.3057	10	0
YOL038C-A		0.3498	19.6622	4	0
YOL038W	PRE6	17.7624	23302.9604	13	8
YOL039W	RPP2A	15.5032	50278.0215	12	9
YOL040C	RPS15	64.3960	230175.4029	11	7
YOL041C	NOP12	8.7060	3647.9725	11	8
YOL042W	NGL1	3.2298	330.3850	12	3
YOL043C	NTG2	1.4239	305.5281	11	1
YOL044W	PEX15	1.4774	123.0723	10	2
YOL045W	PSK2	2.7466	397.4757	11	6
YOL047C	LDS2	0.7129	32.1457	8	1
YOL048C	RRT8	1.2461	188.1037	10	0
YOL049W	GSH2	7.9259	9183.5468	13	6
YOL051W	GAL11	4.6842	1541.3432	11	6
YOL052C	SPE2	5.4193	2063.0616	12	5
YOL052C-A	DDR2	1.3032	436.2979	6	1
YOL053W	AIM39	2.4179	867.7152	12	1
YOL054W	PSH1	4.0611	871.3604	11	2
YOL055C	THI20	1.3938	169.8972	12	5
YOL056W	GPM3	5.5243	815.7584	12	6
YOL057W		6.7830	6361.1836	11	6
YOL058W	ARG1	8.5347	1571.0981	13	8
YOL059W	GPD2	8.4542	4915.4796	13	8
YOL060C	MAM3	15.4513	2222.0205	13	5
YOL061W	PRS5	18.6463	41094.2748	11	9
YOL062C	APM4	7.3612	2258.7659	12	3
YOL063C	CRT10	1.7977	247.2747	12	2
YOL064C	MET22	7.3643	2203.8731	12	7
YOL065C	INP54	1.3278	296.4193	12	4
YOL066C	RIB2	1.9372	350.3296	11	7
YOL067C	RTG1	3.5448	701.3663	11	3
YOL068C	HST1	4.7100	6493.9780	12	4
YOL069W	NUF2	2.8777	238.3338	8	5
YOL070C	NBA1	6.4017	1120.7492	12	6
YOL071W	SDH5	3.4698	597.7711	12	3
YOL072W	THP1	1.1924	122.8982	10	1
YOL073C	DSC2	1.6509	941.5161	13	0
YOL075C		1.1457	110.3668	10	2
YOL076W	MDM20	8.0286	1131.5434	11	6
YOL077C	BRX1	12.0375	16502.1636	12	6
YOL077W-A	ATP19	7.0417	944.3151	6	4
YOL078W	AVO1	1.2101	165.8872	11	4
YOL080C	REX4	3.3227	872.9314	11	6
YOL081W	IRA2	3.5354	1702.6353	12	5
YOL082W	ATG19	3.1745	924.2486	13	3
YOL083W	ATG34	0.6287	149.1477	12	0
YOL084W	PHM7	0.2266	24.0087	8	3
YOL086C	ADH1	230.3300	441670.3776	11	8
YOL086W-A	MHF1	1.7005	79.9526	4	1
YOL087C	DUF1	3.2026	360.3731	12	5
YOL088C	MPD2	4.2665	646.7687	11	5
YOL089C	HAL9	1.3243	270.5520	10	3
YOL090W	MSH2	4.0973	571.6278	11	5
YOL091W	SPO21	0.2364	28.7110	7	0
YOL092W	YPQ1	13.1567	6114.5909	13	3
YOL093W	TRM10	5.7448	2919.7773	12	6
YOL094C	RFC4	7.6684	694.2049	12	6
YOL095C	HMI1	1.2651	72.6117	11	2
YOL096C	COQ3	1.9842	394.5506	13	3
YOL097C	WRS1	18.6648	6932.5101	12	8
YOL097W-A		0.3462	4.0976	4	0
YOL098C		15.2754	4696.2511	12	6
YOL100W	PKH2	1.0193	126.8906	10	2
YOL101C	IZH4	0.7056	512.3763	11	0
YOL102C	TPT1	2.7364	1081.7369	12	3
YOL103W	ITR2	2.9821	1743.7878	11	3
YOL103W-A		NA	NA	0	0
YOL103W-B		0.5602	10.8868	1	2
YOL104C	NDJ1	0.9602	134.6334	10	0
YOL105C	WSC3	2.0279	236.4528	10	2
YOL107W		2.1586	436.0086	9	2
YOL108C	INO4	1.9681	493.1807	13	3
YOL109W	ZEO1	13.5974	20931.3097	11	7
YOL110W	SHR5	1.8815	990.7654	12	1
YOL111C	MDY2	9.2267	5132.4514	11	7
YOL112W	MSB4	1.5839	384.3462	10	1
YOL113W	SKM1	1.3532	139.7674	11	3
YOL114C		0.2902	15.9147	10	0
YOL115W	PAP2	6.0241	434.8411	10	5
YOL116W	MSN1	1.1889	540.6832	12	1
YOL117W	RRI2	1.2205	86.7344	11	1
YOL119C	MCH4	1.1324	694.6509	11	1
YOL120C	RPL18A	4.4735	8525.3269	10	2
YOL121C	RPS19A	37.1486	81746.2824	9	7
YOL122C	SMF1	2.2860	2098.5641	12	1
YOL123W	HRP1	5.5291	4763.3370	13	6
YOL124C	TRM11	3.7902	669.6223	11	5
YOL125W	TRM13	3.5983	781.2053	12	4
YOL126C	MDH2	8.6779	4279.9346	12	5
YOL127W	RPL25	27.6899	79227.6944	12	7
YOL128C	YGK3	1.2409	516.3302	11	2
YOL129W	VPS68	4.9652	2984.2368	13	4
YOL130W	ALR1	3.3236	793.4800	11	4
YOL131W		0.2835	11.1668	6	0
YOL132W	GAS4	0.4647	37.6011	9	0
YOL133W	HRT1	2.2751	878.1550	11	1
YOL135C	MED7	4.5035	1271.6145	11	3
YOL136C	PFK27	3.5209	1003.0506	11	0
YOL137W	BSC6	2.1669	228.8155	11	2
YOL138C	RTC1	3.3751	208.2662	12	5
YOL139C	CDC33	15.7536	21199.7302	13	8
YOL140W	ARG8	3.2116	492.0909	10	6
YOL141W	PPM2	1.1294	68.5015	10	4
YOL142W	RRP40	8.4780	3806.8625	12	4
YOL143C	RIB4	9.1999	9416.7467	12	8
YOL144W	NOP8	7.8807	487.2872	10	5
YOL145C	CTR9	14.1775	3015.5392	12	8
YOL146W	PSF3	2.7107	1169.3273	11	3
YOL147C	PEX11	2.8037	764.8521	13	5
YOL148C	SPT20	4.0132	542.4710	11	3
YOL149W	DCP1	5.2149	1222.0564	12	5
YOL151W	GRE2	9.5172	2727.8931	12	6
YOL152W	FRE7	1.3753	161.7418	11	1
YOL154W	ZPS1	1.2384	152.2560	10	1
YOL155C	HPF1	1.4931	315.5454	10	2
YOL155W-A		0.0795	2.2355	1	0
YOL156W	HXT11	0.5927	20.2089	8	0
YOL157C	IMA2	1.0427	138.4199	10	1
YOL158C	ENB1	2.1603	1310.2882	11	1
YOL159C		1.2378	784.8192	13	0
YOL159C-A		1.3131	42.4806	4	2
YOL161C	PAU20	0.7275	18.6538	7	0
YOL162W		0.0554	11.3797	6	0
YOL163W		0.6661	18.0633	7	0
YOL164W	BDS1	0.6582	155.5394	12	0
YOL164W-A		0.6064	30.6064	3	0
YOL165C	AAD15	0.7388	65.4185	10	0
YOL166W-A		NA	NA	0	0
YOR001W	RRP6	5.4107	3115.8236	12	8
YOR002W	ALG6	3.2166	4198.4762	12	4
YOR003W	YSP3	0.7818	66.1143	11	1
YOR004W	UTP23	4.3571	3362.7205	12	6
YOR005C	DNL4	1.0663	117.3388	11	1
YOR006C	TSR3	3.7373	886.1454	10	5
YOR007C	SGT2	22.2492	15108.9886	13	9
YOR008C	SLG1	5.6941	6428.5563	12	4
YOR008C-A		0.1363	13.2506	5	0
YOR009W	TIR4	1.8718	286.7399	10	0
YOR010C	TIR2	5.0998	4498.5252	13	0
YOR011W	AUS1	0.7849	48.6691	10	2
YOR011W-A		0.0699	1.4830	1	0
YOR012W		0.8595	149.6820	10	0
YOR014W	RTS1	4.2667	1620.2842	11	6
YOR016C	ERP4	9.8260	3477.3133	12	5
YOR017W	PET127	4.4488	448.9696	11	4
YOR018W	ROD1	3.9467	924.5708	11	4
YOR019W		0.4928	33.2462	11	0
YOR020C	HSP10	3.7909	4408.9245	11	7
YOR020W-A		2.5066	212.6681	4	3
YOR021C	SFM1	5.2125	2525.7206	12	6
YOR022C		1.3270	187.0940	11	3
YOR023C	AHC1	2.9193	3746.7033	11	3
YOR025W	HST3	2.3717	993.4696	11	1
YOR026W	BUB3	3.2586	934.9556	12	3
YOR027W	STI1	53.0540	24171.5903	12	11
YOR028C	CIN5	1.2722	115.9095	11	0
YOR030W	DFG16	1.7587	282.0920	11	0
YOR031W	CRS5	1.4434	196.1444	12	0
YOR032C	HMS1	0.5530	128.7458	10	0
YOR032W-A		0.0961	2.2758	3	0
YOR033C	EXO1	2.3685	214.4299	10	1
YOR034C	AKR2	2.0906	472.6015	13	2
YOR034C-A		0.3628	20.4299	4	0
YOR035C	SHE4	3.1308	619.3614	12	5
YOR036W	PEP12	2.9030	625.8378	12	2
YOR037W	CYC2	2.9797	575.2937	12	4
YOR038C	HIR2	2.0910	410.7542	11	4
YOR039W	CKB2	11.8841	7754.3844	13	6
YOR040W	GLO4	1.2690	237.3273	11	2
YOR042W	CUE5	4.1894	680.5697	13	8
YOR043W	WHI2	3.8488	1990.0527	12	5
YOR044W	IRC23	4.6578	360.2278	12	2
YOR045W	TOM6	4.3520	10684.3190	12	3
YOR046C	DBP5	15.3614	14952.2397	13	9
YOR047C	STD1	2.7907	1059.0817	13	1
YOR048C	RAT1	5.2430	1078.1429	11	5
YOR049C	RSB1	0.8407	134.3057	11	0
YOR051C	ETT1	6.3423	1310.4635	13	7
YOR052C	TMC1	7.3635	4003.1654	13	3
YOR054C	VHS3	1.1415	240.8376	11	4
YOR056C	NOB1	7.3670	3652.7782	11	5
YOR057W	SGT1	4.9702	848.0259	12	4
YOR058C	ASE1	1.3409	317.2376	12	3
YOR059C	LPL1	0.9905	691.0174	12	2
YOR060C	SLD7	1.2831	242.1585	11	2
YOR061W	CKA2	10.4353	2327.5615	13	8
YOR062C		2.8510	484.0182	13	1
YOR063W	RPL3	38.5265	167019.9865	13	9
YOR064C	YNG1	3.3324	437.0251	12	1
YOR065W	CYT1	10.3392	3419.7431	13	6
YOR066W	MSA1	0.8741	386.6492	12	0
YOR067C	ALG8	2.7418	1386.3063	13	2
YOR068C	VAM10	1.4830	98.5504	8	0
YOR069W	VPS5	10.5571	3043.8108	12	7
YOR070C	GYP1	1.6242	827.9551	11	3
YOR071C	NRT1	0.5163	99.8172	11	0
YOR072W-B		0.1457	2.7071	3	0
YOR073W	SGO1	1.7612	862.1255	12	1
YOR074C	CDC21	3.4650	775.4755	12	3
YOR075W	UFE1	1.3869	396.1271	11	4
YOR076C	SKI7	3.2969	301.3345	12	3
YOR077W	RTS2	3.2704	154.2019	10	1
YOR078W	BUD21	6.4281	2240.7788	13	4
